ID,Metabolite,Metab ID,KEGG Pathway ID,KEGG Pathway Description,Library ID,Adducts,Formula,Retention time,KEGG Compound ID,Mode,KEGG Compound First Category,KEGG Compound Second Category,KEGG Pathway First Category,KEGG Pathway Second Category,HMDB Superclass,HMDB Class,M/Z,RSD,Fragmentation Score,Theoretical Fragmentation Score,Mass Error,CAS ID,HMDB Subclass,leaf_CT1,leaf_CT2,leaf_CT3,leaf_CT4,leaf_CH1,leaf_CH2,leaf_CH3,leaf_CH4,leaf_MT1,leaf_MT2,leaf_MT3,leaf_MT4,leaf_MH1,leaf_MH2,leaf_MH3,leaf_MH4,leaf_ST1,leaf_ST2,leaf_ST3,leaf_ST4,leaf_SH1,leaf_SH2,leaf_SH3,leaf_SH4,Root_CT1,Root_CT2,Root_CT3,Root_CT4,Root_CH1,Root_CH2,Root_CH3,Root_CH4,Root_MT1,Root_MT2,Root_MT3,Root_MT4,Root_MH1,Root_MH2,Root_MH3,Root_MH4,Root_ST1,Root_ST2,Root_ST3,Root_ST4,Root_SH1,Root_SH2,Root_SH3,Root_SH4,QC01,QC02,QC03,QC04,QC05
pos_8586,Loline,metab_8352,-,-,HMDB0259596,M+H,C8H14N2O,1.0213,-,pos,-,-,-,-,Alkaloids and derivatives,Loline alkaloids and derivatives,155.1177722,0.156416882,53.1,0,-0.761352591,-,Not Available,3.8154,3.4336,3.2957,3.4027,2.8197,2.8073,2.815,2.815,3.3032,2.8499,2.9899,3.0029,2.8142,2.7705,2.7443,3.088,4.5897,4.9351,4.9959,4.6211,3.4543,4.6549,4.9778,4.8889,3.5302,3.0514,2.8045,3.3596,2.7191,2.7578,2.7627,2.7066,3.5385,3.0515,3.0375,2.8085,2.7767,2.7667,2.8026,2.8932,3.2855,3.794,3.8482,3.9753,3.652,3.0435,3.9091,2.9639,3.796,3.9243,3.9876,3.9587,3.9202
pos_8593,Cellopentaose,metab_8360,-,-,HMDB0012254;HMDB0249794,M+NH4,C30H52O26,1.0057,C06218,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,846.307493,0.063884922,0,69.5,-1.22456362,34620-76-3,Carbohydrates and carbohydrate conjugates,7.0858,6.9767,5.3769,3.702,6.5007,7.136,7.1027,7.0117,5.1491,5.5358,6.275,5.0128,6.9805,6.9746,6.9654,6.9069,6.5062,6.5405,6.4911,6.2599,6.0155,5.9936,5.7761,6.3474,6.3559,6.2885,6.4781,6.4097,6.6474,6.6716,6.9079,6.7522,6.4591,6.5441,6.5957,6.6233,6.5507,6.7471,6.7857,6.6406,6.3858,6.3737,6.2904,6.5681,5.804,5.8043,5.5662,6.1353,6.7777,6.7344,6.7308,6.7095,6.7138
pos_86,Prenyl apiosyl-(1->6)-glucoside,metab_8367,-,-,HMDB0031956,"M+NH4, M+K, M+Na, M+H-H2O",C16H28O10,4.0629,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,403.1574419,0.037474487,0,35.9,-0.068182456,198832-70-1,Fatty acyl glycosides,4.2397,5.6199,5.9826,5.7929,6.2696,5.9304,6.3088,6.0357,6.3389,6.7131,6.6174,6.4139,5.9123,5.5845,6.0031,5.8652,6.0638,6.462,6.3975,5.9048,4.9492,5.536,5.212,5.5254,3.1221,2.6341,2.6144,2.6532,4.0909,2.5677,2.5726,2.9099,2.6025,2.618,2.6519,2.6184,4.1836,4.0128,2.6125,2.5775,2.5906,2.5843,2.5919,2.5969,2.5283,2.5278,2.5397,2.5407,5.8723,5.8794,5.8982,5.8803,5.8529
pos_860,"6-[4-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",metab_8368,-,-,HMDB0127743,"M+NH4, M+Na",C17H22O11,3.2891,-,pos,-,-,-,-,Lipids and lipid-like molecules,Saccharolipids,420.1498138,0.099627738,0,35.4,-0.555277546,-,Not Available,4.7194,5.79,5.6668,5.2909,5.1864,5.7674,5.869,5.5607,5.4084,4.9247,5.5003,5.4502,5.4234,5.4213,5.3107,5.1951,4.4757,3.8526,4.2198,4.1654,0.3982,2.1741,4.1402,3.2831,0.488,0.5262,0.5124,0.5398,0.455,3.9689,3.5655,3.7698,0.5042,0.5149,0.5388,0.5152,3.7092,3.3806,4.5249,4.1423,0.4961,0.4917,0.4969,0.5003,0.4545,2.2409,0.4619,0.4626,4.9952,5.02,5.0094,4.9641,4.9083
pos_8602,Beta-D-Glucosamine,metab_8371,-,-,HMDB0030091,M+H-H2O,C6H13NO5,0.99,C08349,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,162.0760372,0.043086018,0,67.5,-0.262753972,14257-69-3,Carbohydrates and carbohydrate conjugates,5.2346,5.0513,5.1256,5.1084,4.9136,5.0995,5.1223,4.8799,5.2064,5.0622,5.093,5.201,5.0779,4.9155,4.942,5.0423,5.1591,5.3496,5.245,5.0464,4.9009,5.3831,4.8806,5.378,5.3342,5.3074,5.2798,5.2546,5.3348,5.3382,5.357,5.4014,5.4382,5.4529,5.3928,5.4239,5.4414,5.4354,5.2992,5.3254,5.7593,5.8235,5.7768,5.6975,5.7199,5.7215,5.6778,5.6752,5.2868,5.2342,5.2578,5.2607,5.2633
pos_8605,Vidarabine,metab_8374,-,-,HMDB0014340,M+CH3OH+H,C10H13N5O4,0.9822,C07195,pos,-,-,-,-,"Nucleosides, nucleotides, and analogues",Purine nucleosides,300.128686,0.049978763,0,38.2,-5.837347792,24356-66-9,Not Available,5.2435,4.8773,4.7403,5.012,3.2063,2.6282,3.861,2.6358,2.6068,2.6708,2.6015,2.5813,2.6351,4.5217,2.5652,2.5463,2.5524,2.5807,2.5899,2.5194,4.616,2.5323,2.4942,2.5428,5.1561,5.0955,5.1102,5.0697,5.5644,5.6188,5.5907,5.5507,4.961,4.9919,5.0605,4.977,5.3488,5.3857,5.4151,5.5206,4.6311,4.5251,4.7564,4.6596,4.6248,4.4085,4.1984,4.4828,4.5079,4.509,4.5543,4.5095,4.5038
pos_8606,Purpurogallin,metab_8375,-,-,HMDB0256929,M+CH3OH+H,C11H8O5,0.9822,C09964,pos,-,-,-,-,Hydrocarbon derivatives,Tropones,253.0704569,0.053243263,0,32.3,-0.943825419,569-77-7,Tropolones,4.7801,4.6565,3.3468,3.2682,4.5939,5.5195,5.3821,5.2176,3.3903,3.4543,3.8547,3.3647,5.3046,5.1728,5.0657,5.1202,4.0521,3.6425,4.2159,3.3026,4.6345,4.9167,3.799,5.0969,3.7151,3.5441,3.8621,3.8519,4.4906,4.6074,4.8435,4.721,3.9598,4.0596,4.4288,4.4271,4.6658,4.7691,4.8336,4.6755,4.1157,4.2669,3.5858,4.3804,3.3226,3.322,3.3339,3.9846,4.7715,4.7709,4.8148,4.777,4.7534
pos_8607,"5,6-dihydrothymine",metab_8376,-,-,HMDB0304210;HMDB0000079,M+H-H2O,C5H8N2O2,0.9822,C00906,pos,-,-,-,-,Organoheterocyclic compounds,Diazines,111.0554703,0.103654004,0,30.2,1.41338466,19140-80-8;696-04-8,Pyrimidines and pyrimidine derivatives,3.8468,3.9173,4.1283,4.4082,3.9107,4.0831,3.9586,3.8581,3.9268,3.9936,4.0528,4.0352,3.8726,3.5416,2.8814,3.1624,3.6887,4.3075,4.2877,4.1326,4.1944,3.7504,4.28,4.1604,4.4269,4.6037,4.5879,4.724,4.428,4.4013,4.3917,4.3065,4.7521,4.8837,4.8528,4.8424,4.8536,4.8683,4.8498,4.7332,4.5078,4.5418,4.6234,4.557,4.5145,4.4559,4.548,4.4965,4.3483,4.2395,4.3051,4.2503,4.3087
pos_8618,2-Oxoarginine,metab_8387,map01100;map00330,Metabolic pathways;Arginine and proline metabolism,HMDB0004225;PW_C002094,M+H,C6H11N3O3,0.9587,C03771,pos,-,-,Metabolism;Metabolism,Global and overview maps;Amino acid metabolism,Organic acids and derivatives,Keto acids and derivatives,174.087339,0.207634109,0,39.2,0.123371193,3715/10/4,Short-chain keto acids and derivatives,2.8765,3.1795,3.9104,4.2448,3.4572,3.7423,3.3514,3.381,2.9579,3.0219,2.9525,3.7242,2.9861,3.1234,2.9162,2.8972,2.9033,4.2058,4.0608,2.8703,2.8002,2.8832,2.8451,2.8937,4.4498,5.0069,4.9692,5.113,4.6178,4.6412,4.586,4.1026,4.701,4.5705,4.8008,4.7875,4.5644,4.4637,4.7097,4.6496,4.5089,4.9917,4.7237,4.6328,4.869,4.5943,4.6779,4.9163,4.0269,3.9579,3.991,3.8987,4.1313
pos_8620,4-Amino-5-hydroxymethyl-2-methylpyrimidine,metab_8390,map00730;map01100;map02010;map01240,Thiamine metabolism;Metabolic pathways;ABC transporters;Biosynthesis of cofactors,HMDB0247327,M+H,C6H9N3O,0.9509,C01279,pos,-,-,Metabolism;Metabolism;Environmental Information Processing;Metabolism,Metabolism of cofactors and vitamins;Global and overview maps;Membrane transport;Global and overview maps,Organoheterocyclic compounds,Diazines,140.0818177,0.086137146,87.2,0,-0.148773005,73-67-6,Pyrimidines and pyrimidine derivatives,4.446,2.6263,2.6662,2.5877,2.7433,3.6338,2.7386,2.7385,3.9743,3.1282,4.0983,3.827,3.075,2.8944,2.6679,3.2279,4.9133,5.006,4.9811,4.9536,4.7496,4.7329,4.6614,4.8856,2.6925,2.7478,2.7281,2.767,2.6427,2.6814,2.6863,2.6302,2.7162,2.7317,2.7657,2.7321,2.7003,2.6903,2.7262,2.6912,2.7043,2.698,2.8056,2.7106,3.3543,3.2931,3.2543,3.4161,4.3305,4.3633,4.4189,4.3832,4.4191
pos_8627,Lys Val,metab_8397,-,-,-,M+H,C11H23N3O3,0.904,-,pos,-,-,-,-,-,-,246.1810934,0.077848523,70.7,0,-0.508474207,-,-,4.9938,4.9231,4.9809,4.8464,5.2372,4.9436,4.898,5.1108,4.9745,5.2487,5.0175,5.1892,5.0723,5.2035,5.1114,4.7981,4.8257,4.5737,4.5597,4.6803,2.1394,4.3865,3.9204,4.519,5.1694,5.3105,5.0309,5.318,5.1279,5.0175,5.0384,4.7387,4.6967,4.8437,5.0786,4.7764,5.0427,5.1711,4.8772,4.9756,3.314,3.3983,3.7011,3.6622,3.5489,2.565,2.473,3.3839,4.8678,4.9266,4.889,4.9016,4.8368
pos_8640,Lupinic acid,metab_8412,map01110;map00908,Biosynthesis of secondary metabolites;Zeatin biosynthesis,HMDB0302524,M+NH4,C10H17NO2,0.8336,C01513,pos,-,-,Metabolism;Metabolism,Global and overview maps;Metabolism of terpenoids and polyketides,Alkaloids and derivatives,Lupin alkaloids,201.1596266,0.075891272,0,51.4,-0.697512289,67392-79-4,Lupinine-type alkaloids,3.0044,3.0024,3.0423,2.9637,3.1195,3.9716,3.1148,3.1148,3.0857,5.0762,4.0871,3.3253,4.9997,3.0703,3.3926,4.2881,3.3264,4.9867,4.6537,3.4345,4.2049,5.7969,4.3364,6.0507,3.0686,3.1241,3.1043,3.1432,3.0188,3.0575,3.0625,3.0063,3.0924,3.1079,3.1419,3.1083,3.0764,3.0664,3.1024,3.0673,3.0805,3.0741,3.0817,3.0867,3.874,3.0175,3.4502,3.0304,4.88,4.826,4.8149,4.7994,4.8568
pos_8648,Spermidine,metab_8420,map01100;map00480;map02010;map00330;map00940;map00410,Metabolic pathways;Glutathione metabolism;ABC transporters;Arginine and proline metabolism;Phenylpropanoid biosynthesis;beta-Alanine metabolism,HMDB0001257;PW_C000971,M+H,C7H19N3,0.8102,C00315,pos,-,-,Metabolism;Metabolism;Environmental Information Processing;Metabolism;Metabolism;Metabolism,Global and overview maps;Metabolism of other amino acids;Membrane transport;Amino acid metabolism;Biosynthesis of other secondary metabolites;Metabolism of other amino acids,Organic nitrogen compounds,Organonitrogen compounds,146.1650048,0.14223552,45.7,0,-1.166297255,124-20-9,Amines,4.4288,4.1216,4.2072,4.101,3.587,3.7737,3.2943,3.7918,3.6129,3.9867,3.8378,3.9503,3.434,3.1397,3.3416,3.3528,3.1006,3.129,3.1382,3.0676,3.8541,4.0958,3.0424,3.7983,3.1381,3.1936,3.1738,3.2127,3.0882,3.127,3.1319,3.0758,3.1619,3.1773,3.2114,3.1778,3.1459,3.1359,3.1719,3.1368,3.15,3.1436,3.1512,3.1562,3.0875,3.087,3.0989,3.0999,3.822,3.8094,3.7117,3.7381,3.8637
pos_865,Ethyl (S)-3-hydroxybutyrate glucoside,metab_8422,-,-,HMDB0031693,"M+NH4, M+Na",C12H22O8,3.3048,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,317.1205742,0.026791389,0,49.6,-0.388179731,-,Fatty acyl glycosides,5.4276,5.4501,5.4689,5.6712,5.3976,5.5647,5.4956,5.5834,5.5946,5.5798,5.615,5.5029,5.2791,5.3319,5.3846,5.3143,5.4544,5.6917,5.6512,5.3209,5.0817,5.0273,5.0988,5.1487,5.3685,5.416,5.6332,5.6431,5.5181,5.6616,5.5605,5.5559,5.5348,5.5441,5.6812,5.5543,5.5622,5.5656,5.6441,5.5715,5.7058,5.7612,5.72,5.763,5.8522,5.6137,5.8324,5.7266,5.5233,5.5181,5.5321,5.5051,5.5057
pos_8656,"(S,S)-Butane-2,3-diol",metab_8429,map00650,Butanoate metabolism,-,M+H-H2O,C4H10O2,0.7868,C03046,pos,-,-,Metabolism,Carbohydrate metabolism,-,-,73.06532626,0.062311573,49.1,0,5.939395774,19132-06-0,-,4.1737,4.1748,4.2897,4.1379,4.1228,4.2334,4.2683,4.1436,4.3762,4.3765,4.4067,4.1951,4.2333,4.091,3.7411,3.6872,3.9726,4.0596,3.9226,3.5953,2.9936,3.6399,3.0384,4.0458,4.7372,4.6616,4.6347,4.6362,4.7419,4.6856,4.7088,4.7262,4.6173,4.5411,4.5737,4.6,4.5015,4.5722,4.5169,4.6067,4.4975,4.2924,4.4612,4.4223,4.1875,4.3203,4.289,4.2343,4.3208,4.3235,4.2775,4.276,4.2677
pos_8658,((2-Amino-3-((2-amino-3-((carboxymethyl)amino)-3-oxopropyl)dithio)propanoyl)amino)acetic acid,metab_8431,-,-,HMDB0242125,M+H-H2O,C10H18N4O6S2,0.779,-,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,337.0613293,0.061599914,0,41.1,-6.097046321,-,"Amino acids, peptides, and analogues",6.486,6.1251,6.2225,5.245,5.5581,4.6631,4.5609,5.2273,5.3804,5.5317,5.7071,5.1687,5.0704,5.224,5.0196,3.9606,3.9773,4.5322,4.637,4.2697,4.5449,3.6773,4.0275,4.9233,3.735,5.4578,5.3879,5.6992,5.115,5.1274,5.2086,3.6726,5.5776,5.6563,5.6653,5.7507,5.2226,5.4079,5.6072,5.2907,5.8133,5.6574,5.5967,5.6878,5.4517,5.2288,5.6423,5.3198,5.4926,5.4501,5.4761,5.4523,5.4226
pos_8665,L-Malic acid,metab_8439,map01100;map00630;map01110;map01200;map00620;map00710;map00020,Metabolic pathways;Glyoxylate and dicarboxylate metabolism;Biosynthesis of secondary metabolites;Carbon metabolism;Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Citrate cycle (TCA cycle),PW_C000101;HMDB0000156,M+Na,C4H6O5,0.7712,C00149,pos,Organic acids,Carboxylic acids,Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism,Global and overview maps;Carbohydrate metabolism;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Energy metabolism;Carbohydrate metabolism,Organic acids and derivatives,Hydroxy acids and derivatives,157.0107069,0.090442145,32.7,0,-0.27642666,97-67-6,Beta hydroxy acids and derivatives,5.1896,4.9027,4.6405,3.5677,4.6544,4.5859,4.6073,4.4761,4.1518,4.3743,4.3054,3.7808,4.4015,3.4327,3.6387,4.3268,3.2224,3.8619,3.7681,3.1663,3.911,4.4385,3.8171,4.3161,4.5524,5.3114,5.2333,5.3451,5.113,5.1886,5.1888,4.4693,5.0523,5.1734,5.154,5.2639,4.8406,4.9298,5.1636,4.8912,5.1016,4.9586,4.9448,4.9454,5.1902,4.9198,5.247,4.9877,4.3935,4.4088,4.3524,4.4603,4.4209
pos_8676,"2,5-Furandicarboxaldehyde",metab_8451,-,-,-,M+H,C6H4O3,0.7478,C20899,pos,-,-,-,-,-,-,125.0233768,0.050772229,33.5,0,0.454587418,823-82-5,-,5.4532,5.2844,4.9824,4.8334,5.14,6.0235,5.8257,5.642,5.0244,5.0935,5.1914,4.9877,5.904,5.5881,5.4051,5.5834,5.025,5.102,5.1412,4.8434,5.4303,5.8479,5.2141,5.8762,5.3655,5.3477,5.3135,5.3239,5.4198,5.4243,5.477,5.4492,5.2789,5.267,5.3214,5.3026,5.3566,5.4179,5.4197,5.3904,5.2381,5.2162,5.2261,5.2494,5.0627,5.0565,5.0118,5.124,5.3935,5.3537,5.3347,5.3536,5.3681
pos_8686,"(4R,4Ar,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,7a,11a,12a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",metab_8462,-,-,HMDB0257831,M+Na,C18H21NO3,0.7171,-,pos,-,-,-,-,Organoheterocyclic compounds,Isoquinolines and derivatives,322.1426714,0.092913149,0,62.5,4.369787297,-,Isoquinolones and derivatives,3.3967,3.3947,3.4346,3.356,4.3921,5.2276,5.6137,5.0421,4.6103,4.8791,4.8297,4.7343,5.1493,3.4626,4.2504,4.845,4.2555,4.9514,4.8202,3.3904,4.8689,5.1469,3.3652,5.4766,4.6342,4.242,4.2436,4.5636,4.1981,4.443,4.2035,4.4453,4.093,3.9482,4.6164,3.5006,4.613,4.1253,4.0977,4.643,3.4728,3.4665,3.4741,3.4791,3.4104,3.4098,3.4218,3.4228,4.8702,4.7939,4.7657,4.7993,4.7967
pos_869,Dulxanthone D,metab_8466,-,-,HMDB0032736,"M+H-H2O, M+H",C19H18O6,3.3518,-,pos,-,-,-,-,Organoheterocyclic compounds,Benzopyrans,343.1174637,0.101855712,0,34.3,-0.441514811,-,1-benzopyrans,5.1674,5.1231,5.2259,4.66,4.3501,4.8235,4.6428,4.8431,4.7668,3.6713,4.7287,4.6918,4.5985,4.6713,4.0968,4.4691,4.4904,4.0214,4.0184,4.4288,4.6252,3.2812,4.4893,3.4535,4.3592,4.2144,4.5898,4.6516,5.158,5.3562,5.4007,5.1173,5.0772,5.1584,5.2308,5.3639,5.5038,5.4782,5.5397,5.4057,5.8671,5.9744,5.8601,5.9536,5.6675,5.8659,5.8101,5.7939,5.177,5.1011,5.1288,5.068,5.0826
pos_8693,2-[(4S)-4-Amino-5-oxopentyl]guanidine,metab_8470,-,-,HMDB0248581,M+H,C6H14N4O,0.7171,-,pos,-,-,-,-,Organic nitrogen compounds,Organonitrogen compounds,159.1240002,0.10079825,0,45.7,-0.236281973,-,Guanidines,5.0104,4.5413,4.8025,5.3895,4.4209,4.8974,5.2129,4.7377,4.9671,4.6633,4.8956,5.0173,5.0519,5.2031,5.0533,4.8615,4.7337,4.2426,4.793,4.6618,4.6903,4.0405,4.9249,4.4335,3.8337,3.1683,3.1485,3.1874,3.6565,3.3055,3.3684,3.0505,3.7575,3.1521,4.1299,4.078,3.7087,4.0074,4.2663,3.5436,3.1247,3.5747,3.5224,3.131,3.0623,3.0617,3.0736,4.1982,4.7575,4.6645,4.7737,4.7154,4.7007
pos_8695,N-Methyl-L-Proline,metab_8472,-,-,HMDB0094696,M+H,C6H11NO2,0.7171,C22223,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,130.0863029,0.037697618,58.2,0,0.371100341,475-11-6,"Amino acids, peptides, and analogues",6.1907,5.9963,5.9941,6.2653,5.5099,5.243,5.2251,5.1593,5.8513,6.1326,5.5716,5.7609,5.9688,5.7551,5.839,5.897,6.2947,6.482,6.465,6.4926,6.7762,6.4385,6.8678,6.3076,5.5536,5.789,5.7477,5.7909,5.5934,5.4376,5.4115,5.352,6.0556,6.1407,6.1013,6.14,6.1014,5.9117,6.0223,5.8727,6.4249,6.4763,6.5131,6.513,6.655,6.7889,6.6781,6.668,6.3217,6.3173,6.3453,6.3502,6.3519
pos_8700,"1-[[(2S,3S,4S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]methoxy]propan-2-one",metab_8479,-,-,HMDB0260242,M+ACN+H,C15H26O12,0.7093,-,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,440.175698,0.202087292,0,41.6,-1.390858272,-,Carbohydrates and carbohydrate conjugates,3.6192,3.6172,3.6572,3.5785,3.7344,3.722,3.7297,3.7297,3.7006,3.7647,3.6953,3.675,3.7289,3.6852,3.6589,3.6399,3.646,3.6744,4.6489,4.4478,5.3422,5.8102,5.1182,5.7421,3.6835,3.739,3.7192,3.7581,3.6336,3.6724,3.6774,3.9603,3.7073,4.2312,4.181,4.2375,4.3412,4.2559,4.6247,4.1438,4.7322,4.8289,4.7037,5.0246,4.9462,4.7027,4.6984,5.1243,4.9699,5.0194,5.107,4.909,4.9057
pos_8707,Asp Glu,metab_8486,-,-,-,M+H,C9H14N2O7,0.7093,-,pos,-,-,-,-,-,-,263.0872604,0.26241031,53.8,0,-0.445636665,-,-,4.1632,3.448,3.488,3.4093,3.5652,3.5528,3.5605,3.5605,3.7477,3.5955,3.526,3.7225,3.5597,3.516,3.4897,3.4707,3.4768,3.5052,3.5144,3.4438,3.3736,3.4567,4.4978,3.4672,4.9759,5.1797,5.2048,5.3257,5.0244,5.0038,5.008,4.6837,5.2391,5.2915,5.3049,5.3164,5.0499,5.1131,5.0403,5.114,5.6238,5.7293,5.4929,5.5368,5.7129,5.7268,5.8048,5.7336,4.6124,4.3651,4.4552,4.4077,4.365
pos_871,"3,5-Bis(1,1-dimethylethyl)-4-hydroxy-benzoic acid ethyl ester",metab_8489,-,-,HMDB0061935,"M+2Na-H, 2M+K",C16H24O3,3.383,-,pos,-,-,-,-,Benzenoids,Benzene and substituted derivatives,567.3130087,0.176811216,0,40.2,9.011892127,-,Benzoic acids and derivatives,3.7123,3.7103,3.7503,3.6716,4.666,3.8151,3.8228,4.2698,4.3566,4.6654,4.5042,4.4244,3.822,4.8042,5.1015,4.1038,4.604,4.417,4.3859,4.7447,4.1154,4.7161,4.7649,4.982,3.7766,3.8321,3.8123,3.8512,3.7267,3.7655,3.7704,3.7142,3.8004,3.8159,3.8499,3.8163,3.7844,3.7744,3.8104,3.7753,3.7885,3.7821,3.7897,3.7947,3.726,3.7255,3.7374,3.7384,4.0996,3.9549,3.9665,4.0533,4.1285
pos_8712,Carisoprodol,metab_8492,-,-,HMDB0014539,M+H,C12H24N2O4,0.7093,C07927,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,261.1807175,0.229079327,0,32.9,-0.638660683,78-44-4,"Amino acids, peptides, and analogues",3.5248,4.7328,4.9695,4.6481,3.64,3.6276,3.6353,3.6353,5.0188,4.4336,5.0836,5.0496,3.6345,4.6296,4.7177,4.7248,5.0613,4.5373,4.5114,5.0196,4.4429,3.5315,4.9707,3.542,3.5891,3.6446,3.6248,3.6637,3.5392,3.578,3.583,3.5267,3.6129,3.6284,3.6624,3.6288,3.5969,3.5869,3.6229,3.5878,3.601,3.8362,4.0664,3.6072,5.3665,4.1182,5.2198,5.2139,4.722,4.5208,4.5096,4.6804,4.7102
pos_8713,5-Hydroxymethyl-2-furancarboxaldehyde,metab_8493,-,-,HMDB0034355,2M+H,C6H6O3,0.7093,C11101,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,253.0704784,0.030226592,0,45.9,-0.738286064,67-47-0,Carbonyl compounds,5.2135,4.8781,3.4967,3.4181,4.6016,5.7636,5.7242,5.3907,3.5401,3.6042,4.4429,3.5146,5.6782,5.3347,5.1448,5.3431,4.2825,4.4698,4.0042,3.4525,4.7089,5.2103,4.0037,5.3152,5.124,4.9542,5.0953,5.031,5.5049,5.5763,5.7363,5.6213,5.0466,4.9694,5.2325,5.0234,5.4848,5.5717,5.6287,5.5622,4.9228,4.7185,4.787,4.9907,4.3546,4.2179,4.1351,4.6528,5.217,5.243,5.2258,5.2165,5.2424
pos_8714,Alpha-Methylene-Gamma-Butyrolactone,metab_8494,-,-,HMDB0246945,M+H,C5H6O2,0.7093,C20578,pos,-,-,-,-,Organoheterocyclic compounds,Lactones,99.04437234,0.068277887,90.5,0,3.228088725,-,Gamma butyrolactones,5.6872,5.3656,5.3088,5.1965,5.2394,5.7622,5.7679,5.5387,5.3645,5.5364,5.5541,5.3288,5.7285,5.5151,5.4466,5.4937,5.1529,5.2321,5.3399,4.9794,5.1709,5.45,4.957,5.5303,5.9255,5.864,5.865,5.8998,6.0156,6.018,6.0502,6.0354,5.8131,5.7739,5.835,5.7878,5.8304,5.9342,5.924,5.939,5.7069,5.6128,5.7168,5.6623,5.3938,5.3708,5.3985,5.4844,5.5434,5.5122,5.5567,5.5647,5.5935
pos_8716,Cytosine deoxyribonucleoside,metab_8496,map00240;map01100;map02010,Pyrimidine metabolism;Metabolic pathways;ABC transporters,HMDB0000014;HMDB0250725,M+H,C9H13N3O4,0.7093,C00881,pos,Nucleic acids,Nucleosides,Metabolism;Metabolism;Environmental Information Processing,Nucleotide metabolism;Global and overview maps;Membrane transport,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,228.0977296,0.058992279,0,53.3,-0.672465076,951-77-9,Pyrimidine 2''-deoxyribonucleosides,4.4719,4.1517,4.5693,4.782,4.2582,4.507,4.7681,4.5447,4.9539,5.3597,4.9254,4.8695,4.8502,4.7807,4.4867,4.4724,3.9521,4.5888,4.4326,3.919,3.8489,3.9319,3.9198,4.1065,5.8275,5.8799,5.7303,5.8775,5.7242,5.709,5.6124,5.6189,5.3187,5.2887,5.5769,5.1855,5.3051,5.4884,5.1925,5.3336,4.0015,3.9951,4.1982,4.206,3.939,3.9385,3.9504,3.9514,4.6551,4.705,4.6826,4.6593,4.7113
pos_8720,2-Guanidinobutanoic acid,metab_8501,-,-,HMDB0245137,M+H,C5H11N3O2,0.7093,-,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,146.0923897,0.075571449,0,40.9,-0.091814966,-,"Amino acids, peptides, and analogues",4.7578,4.1787,4.6066,4.7484,4.3677,4.6183,4.7318,4.6056,4.6705,4.5954,4.5455,4.4885,4.3453,4.4292,4.309,4.1602,3.6614,3.8215,3.699,4.3056,4.352,3.6412,3.9021,4.297,5.508,5.5175,5.4788,5.6049,5.5785,5.5509,5.5644,5.4189,5.3164,5.3365,5.518,5.366,5.2939,5.3035,5.3086,5.3496,5.2176,5.2674,5.264,5.195,5.2995,5.2588,5.3247,5.2153,4.638,4.7219,4.6708,4.7013,4.6648
pos_8721,Piracetam,metab_8502,-,-,HMDB0256585,M+H,C6H10N2O2,0.7093,-,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,143.0815047,0.168806812,0,47.4,0.004992845,-,"Amino acids, peptides, and analogues",3.853,4.2965,4.3171,4.3529,4.3977,4.3978,4.4709,4.8529,4.3536,4.5972,4.3298,4.3092,4.7539,4.9369,4.8516,4.5402,3.9501,4.1388,4.2781,3.8468,4.6809,4.6358,4.6811,4.8204,4.7863,4.8938,4.8593,4.9571,4.6171,4.6502,4.5492,4.5426,4.8284,4.8844,4.9487,4.8865,4.8916,4.8258,4.9039,4.7429,4.8249,4.7099,4.8336,4.5986,5.1796,5.0339,5.1731,5.1139,4.6612,4.5833,4.5726,4.5791,4.7324
